Department,Course Number,Instructor,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
ECE,ECE 143 ,"Unpingco, Jose H.",WI19,67,54,94.3,96.2,7.62,3.79,3.5
ECE,ECE 144 ,"Phan, Alex Minh Giang",SP19,29,18,94.1,100.0,12.77,3.6,3.69
ECE,ECE 144 ,"Phan, Alex Minh Giang",WI19,23,18,94.4,100.0,14.61,3.44,3.63
ECE,ECE 145BL ,"Hildebrand, John A",WI17,20,7,100.0,100.0,5.17,4.0,3.77
ECE,ECE 145CL ,"Hildebrand, John A",SP15,26,7,100.0,100.0,5.64,3.86,3.56
ECE,ECE 15 ,"Cruz, Rene L",FA12,178,73,74.6,35.8,9.99,2.84,3.14
ECE,ECE 15 ,"Frankie, Tasha Christine",FA12,131,83,82.7,81.3,9.78,3.45,2.6
ECE,ECE 15 ,"Frankie, Tasha Christine",S212,46,12,91.7,100.0,10.17,3.67,2.63
ECE,ECE 15 ,"Gilja, Vikash",FA13,155,81,72.7,84.4,11.47,2.99,2.9
ECE,ECE 15 ,"Gilja, Vikash",FA14,188,81,71.8,91.5,10.84,2.97,2.51
ECE,ECE 15 ,"Gilja, Vikash",SP16,155,55,75.5,89.8,8.71,3.08,2.88
ECE,ECE 15 ,"Gilja, Vikash",WI19,169,76,80.0,90.0,8.61,3.14,3.23
ECE,ECE 15 ,"Guest, Clark C",FA07,60,45,73.3,53.3,5.74,2.95,2.42
ECE,ECE 15 ,"Guest, Clark C",WI08,27,14,42.9,35.7,6.81,3.07,2.59
ECE,ECE 15 ,"Orlitsky, Alon",FA09,103,58,79.3,65.5,10.36,3.28,2.69
ECE,ECE 15 ,"Orlitsky, Alon",FA10,179,91,67.8,60.2,10.36,3.01,2.54
ECE,ECE 15 ,"Orlitsky, Alon",FA11,261,112,73.2,64.69999999999999,10.225,2.755,2.41
ECE,ECE 15 ,"Orlitsky, Alon",FA13,382,168,80.9,68.30000000000001,10.675,3.075,2.51
ECE,ECE 15 ,"Orlitsky, Alon",FA15,252,114,79.8,79.8,7.56,3.16,2.51
ECE,ECE 15 ,"Orlitsky, Alon",FA16,198,80,88.4,82.85,8.875,3.32,2.81
ECE,ECE 15 ,"Orlitsky, Alon",WI09,41,23,78.3,87.0,7.28,3.17,2.31
ECE,ECE 15 ,"Schurgers, Curt",SP19,99,78,91.0,97.4,8.99,3.15,2.89
ECE,ECE 15 ,"Vardy, Alexander",FA08,80,56,73.2,67.9,8.04,3.13,2.34
ECE,ECE 15 ,"Vardy, Alexander",FA14,172,112,75.9,75.9,10.5,2.94,2.56
ECE,ECE 15 ,"Vardy, Alexander",FA17,221,123,65.4,79.8,10.54,2.97,2.68
ECE,ECE 15 ,"Vardy, Alexander",FA18,262,165,74.8,80.4,8.86,2.86,2.66
ECE,ECE 15 ,"Vardy, Alexander",WI10,57,22,47.6,61.9,12.68,2.9,2.64
ECE,ECE 15 ,"Vardy, Alexander",WI11,64,20,45.0,70.0,12.9,2.65,2.29
ECE,ECE 15 ,"Vardy, Alexander",WI12,105,52,71.2,69.2,11.75,3.16,2.14
ECE,ECE 15 ,"Vardy, Alexander",WI13,75,29,72.0,72.0,9.0,3.09,2.46
ECE,ECE 15 ,"Vardy, Alexander",WI14,132,54,78.4,68.6,9.72,2.73,2.44
ECE,ECE 15 ,"Vardy, Alexander",WI15,135,51,68.8,81.3,9.85,2.84,2.56
ECE,ECE 15 ,"Vardy, Alexander",WI17,84,24,62.5,79.2,9.98,3.0,2.64
ECE,ECE 15 ,"Vardy, Alexander",WI18,135,83,76.9,83.3,9.47,2.79,2.87
ECE,ECE 153 ,"Javidi, Tara",FA18,21,15,66.7,86.7,7.97,2.67,2.75
ECE,ECE 153 ,"Javidi, Tara",SP12,35,17,82.4,88.2,10.97,2.93,2.63
ECE,ECE 153 ,"Javidi, Tara",SP15,54,22,75.0,70.0,9.55,3.2,2.66
ECE,ECE 153 ,"Javidi, Tara",SP18,27,7,85.7,71.4,9.36,2.86,3.49
ECE,ECE 153 ,"Kim, Young-Han",FA08,24,23,72.7,72.7,8.15,2.91,3.05
ECE,ECE 153 ,"Kim, Young-Han",SP08,32,22,85.7,81.0,9.05,2.9,2.92
ECE,ECE 153 ,"Kim, Young-Han",SP10,26,10,100.0,90.0,8.7,2.9,2.82
ECE,ECE 153 ,"Kim, Young-Han",SP11,33,16,87.5,100.0,8.88,2.8,2.72
ECE,ECE 153 ,"Kim, Young-Han",SP14,45,17,81.3,75.0,8.77,2.77,2.94
ECE,ECE 153 ,"Lee, Jungwon",SP13,41,18,70.6,35.3,9.44,2.75,3.04
ECE,ECE 153 ,"Lugannani, Robert",FA07,28,21,85.7,85.7,7.83,3.63,3.15
ECE,ECE 153 ,"Lugannani, Robert",FA09,44,22,72.7,86.4,6.41,3.16,2.66
ECE,ECE 153 ,"Lugannani, Robert",FA10,34,21,81.0,95.2,7.36,3.43,2.72
ECE,ECE 153 ,"Lugannani, Robert",FA11,45,20,85.0,90.0,8.7,3.26,3.25
ECE,ECE 153 ,"Lugannani, Robert",FA12,60,26,87.0,95.7,7.98,3.48,2.76
ECE,ECE 153 ,"Lugannani, Robert",FA13,44,20,89.5,100.0,8.71,3.37,2.95
ECE,ECE 153 ,"Lugannani, Robert",FA14,101,35,96.9,93.8,8.11,3.25,3.07
ECE,ECE 153 ,"Lugannani, Robert",FA15,112,32,83.3,83.3,6.97,3.57,2.67
ECE,ECE 153 ,"Lugannani, Robert",FA16,96,39,91.7,94.4,7.13,3.5,2.97
ECE,ECE 153 ,"Lugannani, Robert",FA17,97,27,73.9,73.9,6.33,3.13,2.93
ECE,ECE 153 ,"Lugannani, Robert",SP09,50,40,87.5,87.5,7.35,3.38,2.56
ECE,ECE 153 ,"Lugannani, Robert",WI19,45,15,100.0,100.0,5.5,3.67,3.23
ECE,ECE 153 ,"Naghshvar, Mohammad",SP16,58,48,61.7,55.3,9.79,2.93,2.88
ECE,ECE 153 ,"Pal, Piya",SP19,36,28,88.9,96.3,7.98,3.11,3.26
ECE,ECE 153 ,"Rao, Ramesh R",SP17,68,29,74.1,66.7,8.35,3.19,3.01
ECE,ECE 154A ,"Milstein, Laurence B.",FA07,20,11,100.0,100.0,7.41,3.44,3.22
ECE,ECE 154A ,"Milstein, Laurence B.",FA09,28,16,81.3,100.0,5.88,3.14,2.89
ECE,ECE 154A ,"Milstein, Laurence B.",FA10,28,12,66.7,75.0,7.0,2.91,2.55
ECE,ECE 154A ,"Milstein, Laurence B.",FA11,20,12,100.0,100.0,10.0,3.17,2.84
ECE,ECE 154A ,"Milstein, Laurence B.",FA15,25,11,90.0,100.0,9.61,3.3,2.46
ECE,ECE 154A ,"Milstein, Laurence B.",FA16,22,7,100.0,100.0,7.36,3.5,2.86
ECE,ECE 154B ,"Milstein, Laurence B.",WI10,29,15,100.0,100.0,6.5,3.21,3.08
ECE,ECE 154B ,"Milstein, Laurence B.",WI11,21,9,88.9,88.9,7.61,3.56,2.74
ECE,ECE 154B ,"Milstein, Laurence B.",WI16,29,13,92.3,92.3,7.88,3.23,2.94
ECE,ECE 154B ,"Milstein, Laurence B.",WI17,21,10,100.0,100.0,10.5,3.8,2.7
ECE,ECE 154C ,"Kim, Young-Han",SP16,21,8,87.5,87.5,6.0,3.25,3.44
ECE,ECE 154C ,"Wolf, Jack K",SP10,26,15,100.0,100.0,6.63,3.4,3.36
ECE,ECE 156 ,"Hodgkiss, William S.",SP08,27,12,83.3,91.7,5.0,3.58,2.16
ECE,ECE 156 ,"Hodgkiss, William S.",SP09,50,20,89.5,100.0,3.0,3.37,2.64
ECE,ECE 156 ,"Hodgkiss, William S.",SP10,41,21,75.0,90.0,4.2,3.15,2.58
ECE,ECE 156 ,"Hodgkiss, William S.",SP11,54,19,68.4,94.7,4.5,3.35,2.65
ECE,ECE 158A ,"Cruz, Rene L",FA10,25,7,85.7,85.7,6.21,3.57,3.24
ECE,ECE 158A ,"Ehsan, Navid",WI09,37,27,96.2,96.0,5.76,3.5,2.83
ECE,ECE 158A ,"Franceschetti, Massimo",FA13,25,9,100.0,100.0,5.17,3.67,2.74
ECE,ECE 158A ,"Franceschetti, Massimo",FA15,69,20,76.5,88.2,6.26,3.19,2.87
ECE,ECE 158A ,"Franceschetti, Massimo",FA17,34,16,93.8,93.8,5.03,3.25,3.13
ECE,ECE 158A ,"Franceschetti, Massimo",FA18,31,10,100.0,100.0,3.83,3.33,3.05
ECE,ECE 158A ,"Javidi, Tara",FA16,39,14,50.0,33.3,12.5,2.82,3.1
ECE,ECE 158A ,"Minero, Paolo",FA14,35,17,100.0,100.0,6.68,3.45,3.11
ECE,ECE 158B ,"Baker, Corey E.",SP16,43,41,90.0,92.5,7.27,3.58,3.84
ECE,ECE 159A ,"Masry, Elias",FA08,17,15,100.0,100.0,7.3,3.69,2.99
ECE,ECE 16 ,"Dane, Gokce",SP17,25,21,100.0,81.0,5.36,3.55,3.77
ECE,ECE 16 ,"Gilja, Vikash",WI16,21,9,100.0,100.0,7.25,3.83,3.43
ECE,ECE 16 ,"Gilja, Vikash",WI17,21,12,100.0,100.0,5.67,3.8,3.88
ECE,ECE 16 ,"Khoshabeh, Ramsin",FA17,20,17,100.0,94.1,5.09,3.41,3.46
ECE,ECE 16 ,"Khoshabeh, Ramsin",FA18,23,7,71.4,85.7,13.93,3.14,3.46
ECE,ECE 16 ,"Khoshabeh, Ramsin",WI19,21,13,92.3,92.3,14.5,3.18,3.15
ECE,ECE 16 ,"Schurgers, Curt",SP19,28,15,86.7,100.0,13.43,2.67,3.31
ECE,ECE 161A ,"Javidi, Tara",FA07,45,28,72.0,64.0,7.71,3.0,2.78
ECE,ECE 161A ,"Javidi, Tara",FA15,110,30,88.9,63.0,9.38,3.0,2.73
ECE,ECE 161A ,"Javidi, Tara",SP09,36,32,90.3,81.3,6.5,3.43,2.8
ECE,ECE 161A ,"Javidi, Tara",SP10,53,42,88.1,52.4,7.09,2.83,2.92
ECE,ECE 161A ,"Nguyen, Truong Quang",FA11,67,28,96.4,92.9,7.93,3.3,3.29
ECE,ECE 161A ,"Nguyen, Truong Quang",SP11,47,25,100.0,100.0,8.02,3.25,3.01
ECE,ECE 161A ,"Pun, Ka Shun Carson",SP12,45,18,88.9,50.0,8.61,3.28,3.13
ECE,ECE 161A ,"Rao, Bhaskar D.",FA08,37,23,91.3,91.3,7.37,3.09,3.12
ECE,ECE 161A ,"Rao, Bhaskar D.",FA09,69,39,94.9,94.9,8.5,3.06,2.59
ECE,ECE 161A ,"Rao, Bhaskar D.",FA10,36,21,100.0,95.2,8.4,3.3,3.21
ECE,ECE 161A ,"Rao, Bhaskar D.",FA12,75,37,91.2,76.5,9.26,3.18,2.75
ECE,ECE 161A ,"Rao, Bhaskar D.",FA13,74,31,96.2,96.2,8.96,3.52,2.67
ECE,ECE 161A ,"Rao, Bhaskar D.",FA14,111,29,92.6,92.6,7.78,2.8,2.87
ECE,ECE 161A ,"Rao, Bhaskar D.",FA16,89,38,94.3,94.3,8.32,3.23,2.95
ECE,ECE 161A ,"Rao, Bhaskar D.",FA17,72,23,100.0,95.2,9.0,3.3,2.49
ECE,ECE 161A ,"Rao, Bhaskar D.",FA18,66,20,75.0,90.0,8.8,2.63,2.65
ECE,ECE 161A ,"Rao, Bhaskar D.",SP08,41,33,72.7,90.9,9.11,3.07,2.77
ECE,ECE 161B ,"Nguyen, Truong Quang",WI09,41,33,90.9,93.9,6.98,3.35,3.44
ECE,ECE 161B ,"Nguyen, Truong Quang",WI10,77,26,100.0,92.3,5.12,3.28,3.32
ECE,ECE 161B ,"Nguyen, Truong Quang",WI11,60,28,96.3,92.6,7.29,3.32,3.21
ECE,ECE 161B ,"Nguyen, Truong Quang",WI12,67,24,95.8,91.7,6.58,3.54,3.08
ECE,ECE 161B ,"Nguyen, Truong Quang",WI13,60,32,93.5,93.5,6.5,3.29,3.23
ECE,ECE 161B ,"Nguyen, Truong Quang",WI14,43,17,93.8,93.8,7.75,3.56,3.35
ECE,ECE 161B ,"Nguyen, Truong Quang",WI16,78,28,92.6,100.0,7.39,3.22,3.22
ECE,ECE 161B ,"Nguyen, Truong Quang",WI17,60,29,100.0,100.0,8.71,3.3,3.2
ECE,ECE 161B ,"Nguyen, Truong Quang",WI18,46,19,100.0,100.0,6.29,3.28,3.2
ECE,ECE 161B ,"Nguyen, Truong Quang",WI19,43,19,100.0,100.0,7.87,3.0,3.34
ECE,ECE 161B ,"Sathe, Vinay",WI08,39,26,80.8,88.5,4.88,3.46,3.43
ECE,ECE 161B ,"Song, Hee Chun",WI15,68,20,89.5,89.5,6.94,3.32,3.44
ECE,ECE 161C ,"Harris, Frederick Joel",SP19,58,20,64.7,70.6,8.75,3.5,3.51
ECE,ECE 161C ,"Vasconcelos, Nuno",SP08,34,20,78.9,68.4,6.08,3.25,2.76
ECE,ECE 161C ,"Vasconcelos, Nuno",SP09,30,18,87.5,62.5,6.94,3.47,3.11
ECE,ECE 161C ,"Vasconcelos, Nuno",SP10,45,34,90.9,87.9,7.71,3.33,2.73
ECE,ECE 161C ,"Vasconcelos, Nuno",SP11,31,27,77.8,61.5,8.13,2.81,2.48
ECE,ECE 161C ,"Vasconcelos, Nuno",SP12,48,44,93.0,97.7,9.59,3.36,3.36
ECE,ECE 161C ,"Vasconcelos, Nuno",SP13,32,30,89.7,89.7,7.76,2.9,2.86
ECE,ECE 161C ,"Vasconcelos, Nuno",SP14,29,26,92.3,84.6,10.12,3.04,2.87
ECE,ECE 161C ,"Vasconcelos, Nuno",SP15,58,54,90.6,88.7,6.88,3.27,2.82
ECE,ECE 161C ,"Vasconcelos, Nuno",SP16,58,54,85.2,81.5,6.76,2.94,2.87
ECE,ECE 161C ,"Vasconcelos, Nuno",SP17,66,62,80.3,63.9,6.57,3.17,2.76
ECE,ECE 163 ,"Bott-Suzuki, Simon Charles",SP16,76,21,90.0,100.0,10.94,3.56,3.11
ECE,ECE 163 ,"Hsueh, Tzu-Chien",SP19,42,30,85.2,84.6,9.14,3.4,3.49
ECE,ECE 163 ,"Levy, Cooper Sinclair",SP18,27,23,78.3,87.0,10.59,2.87,2.98
ECE,ECE 163 ,"Song, Bang Sup",SP08,34,23,82.6,60.9,10.5,3.27,3.24
ECE,ECE 163 ,"Song, Bang Sup",SP09,45,23,91.3,69.6,8.76,3.55,2.97
ECE,ECE 163 ,"Song, Bang Sup",SP10,62,30,93.1,62.1,10.78,3.52,3.05
ECE,ECE 163 ,"Song, Bang Sup",SP11,51,21,85.0,35.0,12.98,3.06,2.93
ECE,ECE 163 ,"Song, Bang Sup",SP12,51,19,77.8,66.7,12.08,3.39,3.04
ECE,ECE 163 ,"Song, Bang Sup",SP13,57,14,85.7,42.9,10.65,3.07,3.02
ECE,ECE 163 ,"Song, Bang Sup",SP14,71,31,88.9,40.7,10.13,3.32,3.08
ECE,ECE 163 ,"Song, Bang Sup",SP15,88,37,75.0,37.5,9.88,3.31,2.9
ECE,ECE 164 ,"Buckwalter, James",FA13,87,40,89.2,70.3,10.5,3.31,3.2
ECE,ECE 164 ,"Buckwalter, James",FA14,65,21,77.8,88.9,8.06,3.44,3.24
ECE,ECE 164 ,"Galton, Ian A",FA07,65,57,96.4,83.6,9.8,3.43,3.09
ECE,ECE 164 ,"Galton, Ian A",FA08,40,42,85.7,71.4,10.07,3.02,3.14
ECE,ECE 164 ,"Galton, Ian A",FA09,70,63,95.2,96.8,9.48,3.55,2.23
ECE,ECE 164 ,"Galton, Ian A",FA10,55,33,96.9,96.9,11.53,3.28,2.87
ECE,ECE 164 ,"Galton, Ian A",FA11,70,32,96.9,96.9,10.56,3.42,2.78
ECE,ECE 164 ,"Galton, Ian A",FA12,76,35,84.8,87.9,9.88,3.45,2.82
ECE,ECE 164 ,"Hall, Drew A.",FA15,83,27,96.2,92.3,12.19,3.65,2.94
ECE,ECE 164 ,"Hall, Drew A.",FA16,103,42,95.0,95.0,11.63,3.47,2.93
ECE,ECE 164 ,"Hall, Drew A.",FA17,66,49,100.0,100.0,11.89,3.02,2.77
ECE,ECE 164 ,"Hall, Drew A.",FA18,58,30,90.0,93.1,13.03,3.45,3.13
ECE,ECE 165 ,"Buckwalter, James",SP08,39,24,95.7,95.5,16.17,3.52,3.28
ECE,ECE 165 ,"Buckwalter, James",SP09,33,25,88.0,96.0,12.98,3.25,3.22
ECE,ECE 165 ,"Buckwalter, James",SP10,36,24,100.0,95.7,13.25,3.57,3.38
ECE,ECE 165 ,"Buckwalter, James",SP11,36,22,95.5,95.5,14.31,3.05,3.32
ECE,ECE 165 ,"Buckwalter, James",WI12,39,16,93.8,87.5,11.75,3.13,3.23
ECE,ECE 165 ,"Eldon, John",SP16,121,28,75.0,57.1,8.35,3.41,3.61
ECE,ECE 165 ,"Mercier, Patrick Philip",SP14,77,24,100.0,100.0,12.5,3.39,3.17
ECE,ECE 165 ,"Mercier, Patrick Philip",SP15,82,32,100.0,100.0,11.81,3.38,3.09
ECE,ECE 165 ,"Mercier, Patrick Philip",SP17,90,24,91.7,100.0,11.95,3.17,3.15
ECE,ECE 165 ,"Mercier, Patrick Philip",SP19,74,27,95.8,87.0,11.98,3.39,3.01
ECE,ECE 165 ,"Mercier, Patrick Philip",WI13,44,16,93.8,93.8,13.17,3.33,2.95
ECE,ECE 165 ,"Mercier, Patrick Philip",WI18,20,7,100.0,100.0,11.36,3.14,3.05
ECE,ECE 166 ,"Groe, John",FA13,56,23,100.0,91.3,6.95,3.65,2.92
ECE,ECE 166 ,"Rebeiz, Gabriel",FA07,52,43,100.0,100.0,9.48,3.55,3.29
ECE,ECE 166 ,"Rebeiz, Gabriel",FA08,45,39,100.0,100.0,8.09,3.41,3.08
ECE,ECE 166 ,"Rebeiz, Gabriel",FA09,58,53,100.0,100.0,10.03,3.55,2.55
ECE,ECE 166 ,"Rebeiz, Gabriel",FA10,57,31,96.7,96.7,13.66,3.36,3.16
ECE,ECE 166 ,"Rebeiz, Gabriel",FA11,51,26,100.0,96.2,12.35,3.28,3.27
ECE,ECE 166 ,"Rebeiz, Gabriel",FA12,71,36,97.1,100.0,10.96,3.68,3.16
ECE,ECE 166 ,"Rebeiz, Gabriel",FA14,63,21,84.2,84.2,9.24,3.71,3.02
ECE,ECE 166 ,"Rebeiz, Gabriel",FA15,97,36,97.0,93.9,11.6,3.48,2.98
ECE,ECE 166 ,"Rebeiz, Gabriel",FA16,105,45,100.0,97.6,11.53,3.56,3.09
ECE,ECE 166 ,"Rebeiz, Gabriel",FA17,78,28,100.0,95.7,10.93,3.27,2.59
ECE,ECE 166 ,"Rebeiz, Gabriel",FA18,63,29,100.0,100.0,11.71,3.57,3.23
ECE,ECE 166 ,"Vasconcelos, Nuno",SP08,34,20,78.9,68.4,6.08,3.25,2.76
ECE,ECE 166 ,"Vasconcelos, Nuno",SP09,30,18,87.5,62.5,6.94,3.47,3.11
ECE,ECE 166 ,"Vasconcelos, Nuno",SP10,45,34,90.9,87.9,7.71,3.33,2.73
ECE,ECE 166 ,"Vasconcelos, Nuno",SP11,31,27,77.8,61.5,8.13,2.81,2.48
ECE,ECE 166 ,"Vasconcelos, Nuno",SP12,48,44,93.0,97.7,9.59,3.36,3.36
ECE,ECE 17 ,"Gessner, Richard K.",SP19,41,29,100.0,100.0,8.81,3.23,3.07
ECE,ECE 171A ,"Sworder, David D.",S111,31,12,100.0,58.3,7.0,3.09,3.21
ECE,ECE 171A ,"Sworder, David D.",S112,25,10,70.0,60.0,9.7,3.22,3.49
ECE,ECE 171A ,"Sworder, David D.",S113,38,7,100.0,100.0,8.17,3.4,3.25
ECE,ECE 171A ,"Sworder, David D.",S114,61,5,40.0,40.0,11.3,2.5,3.25
ECE,ECE 171A ,"Sworder, David D.",S115,43,9,77.8,66.7,9.0,3.22,3.19
ECE,ECE 171A ,"Sworder, David D.",SP09,36,21,95.0,95.2,3.6,3.19,3.36
ECE,ECE 171A ,"Sworder, David D.",SP10,31,13,100.0,84.6,6.5,3.17,3.42
ECE,ECE 171A ,"Sworder, David D.",SP11,27,9,55.6,66.7,8.0,3.25,3.08
ECE,ECE 171A ,"Sworder, David D.",SP12,27,16,86.7,73.3,6.25,3.4,3.59
ECE,ECE 171A ,"Sworder, David D.",SP13,23,10,90.0,90.0,6.7,3.78,3.5
ECE,ECE 171A ,"Sworder, David D.",SP14,60,20,76.5,70.6,6.5,3.25,3.19
ECE,ECE 171A ,"Sworder, David D.",SP15,167,46,83.7,51.2,6.26,3.36,3.36
ECE,ECE 171A ,"Sworder, David D.",SP16,182,59,91.2,80.7,6.89,3.66,3.39
ECE,ECE 171A ,"Sworder, David D.",SP17,181,49,87.0,78.3,6.6,3.29,3.19
ECE,ECE 171A ,"Sworder, David D.",SP18,123,88,79.8,73.8,7.17,3.2,3.28
ECE,ECE 171A ,"Sworder, David D.",SP19,118,46,64.4,48.9,7.36,3.18,3.09
ECE,ECE 171B ,"Kreutz-Delgado, Kenneth",FA09,17,8,100.0,75.0,5.25,3.63,3.34
ECE,ECE 171B ,"Sworder, David D.",FA08,29,16,100.0,93.3,8.75,3.53,3.33
ECE,ECE 171B ,"Sworder, David D.",FA10,32,14,92.9,85.7,5.64,3.64,3.24
ECE,ECE 171B ,"Sworder, David D.",FA11,21,6,83.3,83.3,7.17,3.33,3.11
ECE,ECE 171B ,"Sworder, David D.",FA13,20,9,100.0,100.0,4.21,3.63,3.28
ECE,ECE 171B ,"Sworder, David D.",FA14,40,12,100.0,87.5,7.0,3.38,3.34
ECE,ECE 171B ,"Sworder, David D.",FA15,68,19,94.4,88.9,7.5,3.69,3.4
ECE,ECE 171B ,"Sworder, David D.",FA16,70,20,88.2,70.6,7.32,3.18,3.2
ECE,ECE 171B ,"Sworder, David D.",FA17,54,9,88.9,88.9,6.06,3.75,3.25
ECE,ECE 171B ,"Sworder, David D.",FA18,20,9,100.0,100.0,8.28,3.56,3.6
ECE,ECE 172A ,"Cosman, Pamela C.",WI12,65,23,95.7,91.3,7.46,3.35,3.17
ECE,ECE 172A ,"Cosman, Pamela C.",WI13,52,29,86.2,89.7,7.47,3.41,3.09
ECE,ECE 172A ,"Trivedi, Mohan M.",FA07,30,14,100.0,100.0,5.58,3.36,3.34
ECE,ECE 172A ,"Trivedi, Mohan M.",FA08,26,23,95.7,82.6,6.76,3.35,3.14
ECE,ECE 172A ,"Trivedi, Mohan M.",FA09,40,32,84.4,90.6,7.83,3.45,3.03
ECE,ECE 172A ,"Trivedi, Mohan M.",FA10,25,12,91.7,91.7,7.17,3.75,3.68
ECE,ECE 172A ,"Trivedi, Mohan M.",WI14,76,28,96.3,88.9,5.83,3.5,3.09
ECE,ECE 172A ,"Trivedi, Mohan M.",WI15,112,44,85.4,70.7,9.35,3.15,3.3
ECE,ECE 172A ,"Trivedi, Mohan M.",WI16,148,48,85.1,80.9,7.73,3.54,3.02
ECE,ECE 172A ,"Trivedi, Mohan M.",WI17,165,63,91.4,82.8,7.62,3.37,3.21
ECE,ECE 172A ,"Trivedi, Mohan M.",WI18,94,32,80.6,83.9,7.03,3.24,3.34
ECE,ECE 172A ,"Trivedi, Mohan M.",WI19,109,27,84.0,84.0,8.26,3.24,3.17
ECE,ECE 173 ,"Nemat-Nasser, Syrus Csaba",WI09,26,23,87.0,95.7,16.33,3.52,3.24
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA10,29,25,76.0,88.0,9.22,3.21,3.15
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA11,28,12,66.7,75.0,6.33,3.17,3.48
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA12,33,16,85.7,78.6,10.5,3.14,3.32
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA13,45,18,87.5,75.0,9.88,3.4,3.19
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA14,86,56,81.1,81.1,9.12,3.04,2.7
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA15,143,47,67.4,65.1,9.17,3.03,2.88
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA16,118,40,85.7,82.9,9.68,3.23,3.13
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA17,127,29,59.3,63.0,10.64,3.04,2.82
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",SP09,50,40,79.5,74.4,8.35,3.27,3.32
ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",SP10,52,24,61.9,66.7,7.86,2.91,2.86
ECE,ECE 174 ,"Pal, Piya",FA18,95,27,32.0,44.0,12.02,2.32,2.55
ECE,ECE 175 ,"Kreutz-Delgado, Kenneth",WI11,28,19,89.5,89.5,11.03,3.33,2.67
ECE,ECE 175A ,"Kreutz-Delgado, Kenneth",WI11,28,19,89.5,89.5,11.03,3.33,2.67
ECE,ECE 175A ,"Vasconcelos, Nuno",WI13,24,22,100.0,95.5,11.5,3.1,3.11
ECE,ECE 175A ,"Vasconcelos, Nuno",WI14,30,25,91.7,95.8,9.63,3.21,2.96
ECE,ECE 175A ,"Vasconcelos, Nuno",WI15,58,54,81.5,68.5,9.97,3.0,2.57
ECE,ECE 175A ,"Vasconcelos, Nuno",WI16,110,111,92.7,86.4,9.11,3.22,2.79
ECE,ECE 175A ,"Vasconcelos, Nuno",WI17,106,101,95.0,83.0,8.36,3.06,2.92
ECE,ECE 175A ,"Vasconcelos, Nuno",WI18,105,35,93.9,76.7,10.0,3.07,2.75
ECE,ECE 175A ,"Vasconcelos, Nuno",WI19,90,20,81.3,87.5,9.38,3.0,3.03
ECE,ECE 175B ,"Kreutz-Delgado, Kenneth",SP15,28,6,83.3,83.3,9.5,3.33,3.19
ECE,ECE 175B ,"Kreutz-Delgado, Kenneth",SP16,62,23,90.9,95.5,7.86,3.45,3.61
ECE,ECE 175B ,"Kreutz-Delgado, Kenneth",SP17,51,16,100.0,92.9,6.79,3.79,3.08
ECE,ECE 175B ,"Kreutz-Delgado, Kenneth",SP18,29,7,100.0,100.0,6.5,3.75,3.53
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",FA16,90,41,100.0,97.5,4.87,3.66,3.74
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",FA17,38,14,92.9,100.0,4.93,3.64,3.62
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",FA18,32,9,100.0,100.0,4.72,3.89,3.61
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",S118,51,12,100.0,100.0,5.41,3.92,3.86
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",S119,30,11,100.0,100.0,6.14,3.91,3.53
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",S218,37,10,88.9,88.9,6.75,3.78,3.49
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",S219,29,16,100.0,100.0,4.23,3.8,3.48
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",SP17,97,25,100.0,100.0,5.75,3.95,3.58
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",SP18,46,15,80.0,86.7,5.17,3.67,3.79
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",SP19,36,10,100.0,100.0,3.7,3.5,3.79
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",WI18,30,7,80.0,100.0,6.9,3.75,3.77
ECE,ECE 180 ,"Abi Samra, Nicholas Camill",WI19,31,11,100.0,100.0,3.77,3.82,3.73
ECE,ECE 180 ,"Esmaili, Gholamreza",FA14,41,17,92.3,84.6,7.73,3.0,2.62
ECE,ECE 180 ,"Esmaili, Gholamreza",SP14,28,10,100.0,100.0,10.75,3.88,3.14
ECE,ECE 180 ,"Gessner, Richard K.",SP18,22,15,73.3,93.3,9.79,3.36,3.54
ECE,ECE 180 ,"Gessner, Richard K.",WI18,47,40,92.5,95.0,11.25,3.36,3.34
